game_id,club_id,own_goals,own_position,opponent_id,opponent_goals,opponent_position,home_result,away_result,home_total_market_value,home_key_players,away_total_market_value,away_key_players,home_position_to_goal,away_position_to_goal,home_win_h2h,away_win_h2h,draw_h2h,home_win_h2h_d,away_win_h2h_d,draw_h2h_d,home_home_win,away_away_win,home_last_5_game_win,home_last_5_game_lose,home_last_5_game_draw,away_last_5_game_win,away_last_5_game_lose,away_last_5_game_draw
4129496,152,0,19.0,6890,0,17.0,2,0.0,33225000.0,0.6,44200000.0,0.8,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.4,0.0,1.0,0.0,0.2,0.6,0.2
4129494,924,2,20.0,868,1,12.0,1,1.0,7800000.0,1.0,34675000.0,0.4,0.1,0.08333333333333333,0.2,0.4,0.2,0.0,0.0,0.2,0.2,0.4,0.0,1.0,0.0,0.2,0.8,0.0
4129501,2381,0,10.0,10484,1,6.0,0,2.0,20125000.0,0.4,27925000.0,0.6,0.0,0.16666666666666666,1.6,1.8,1.0,0.0,0.0,1.6,0.0,0.4,0.2,0.4,0.4,0.2,0.2,0.6
4129498,6646,2,13.0,3840,0,3.0,1,1.0,24825000.0,0.6,38625000.0,0.4,0.15384615384615385,0.0,0.4,0.8,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.6,0.4,0.0,0.4,0.6
4129499,449,1,5.0,11282,0,11.0,1,1.0,98875000.0,0.8,25125000.0,0.6,0.2,0.0,1.0,1.4,0.8,0.0,0.0,1.0,0.8,0.2,0.6,0.4,0.0,0.0,0.8,0.2
4129503,7775,1,7.0,3205,2,9.0,0,2.0,26750000.0,0.8,29350000.0,0.8,0.14285714285714285,0.2222222222222222,0.4,1.0,0.2,0.0,0.0,0.4,0.4,0.0,0.4,0.2,0.4,0.0,0.8,0.2
4129505,10484,3,5.0,924,1,20.0,1,1.0,27925000.0,0.6,7800000.0,1.0,0.6,0.05,0.6,0.2,0.0,0.0,0.0,0.6,0.4,0.2,0.6,0.2,0.2,0.0,1.0,0.0
4129507,3840,3,3.0,2293,0,15.0,1,1.0,38625000.0,0.2,26500000.0,0.8,1.0,0.0,0.4,0.2,0.6,0.0,0.0,0.4,0.8,0.2,0.6,0.4,0.0,0.0,0.8,0.2
4129512,126,0,8.0,141,1,2.0,0,2.0,31275000.0,1.0,193625000.0,0.8,0.0,0.5,0.6,1.8,1.2,0.0,0.0,0.6,0.4,1.0,0.4,0.4,0.2,0.8,0.2,0.0
4129506,11282,1,14.0,2381,2,10.0,0,2.0,25125000.0,0.8,20125000.0,0.4,0.07142857142857142,0.2,0.8,1.2,0.8,0.0,0.0,0.8,0.4,0.4,0.2,0.6,0.2,0.2,0.4,0.4
